7302431626,https://wyoming.craigslist.org/ctd/d/salt-lake-city-2013-nissan-rogue-all/7302431626.html,wyoming,https://wyoming.craigslist.org,5950,2013,nissan,rogue s awd,,4 cylinders,gas,95667,rebuilt,automatic,,4wd,,SUV,white,https://images.craigslist.org/00v0v_hMJikEBfjkJz_0ak06T_600x450.jpg,"Engine: 4 Cylinders Transmission: Automatic Title Status: Rebuild Miles: 95,667 Miles Status: ACTUAL  Lot Drives!!  **2.5 Liter**  **All Wheel Drive**	 **Model Special Edition** **16-inch Rims** **Audio, Bluetooth & Cruise Controls on Steering Wheel** **Rear View Camera** **CD & AUX Port**  To see our full inventory visit our website WWW.SUPERAUTOSS.COM For more information or offers please call or text 1-801-300-8766 - Jose  Vehicle located:  1004 South Redwood Road Salt Lake City, UT, 84104  Hours:  Monday – Friday 9:00am – 7:00pm Saturday 9:00am – 6:00pm Sunday Closed  We can ship our inventory across the country and around the world!  Salvage, rebuilder, wrecked, fixer, save, affordable, wrecked cars for sale, crashed, fixable, rebuildable, open to the public, project cars, project cheap cars for sale.",,wy,40.745625,-111.939697,2021-04-05T20:24:26-0600
7302384818,https://wyoming.craigslist.org/cto/d/cheyenne-1985-nissan-300zx/7302384818.html,wyoming,https://wyoming.craigslist.org,9800,1985,nissan,300zx coupe with t-tops,like new,6 cylinders,gas,115000,clean,automatic,,rwd,sub-compact,hatchback,red,https://images.craigslist.org/00h0h_hGbhVx97PYZz_0CI0t2_600x450.jpg,"All original 1985 300zx, it’s a Automatic 3000 v6, runs great, shifts great, has its quirks but it is nearly perfect. It will be a great edition to someone’s classic collection, only has 115k miles! It just had a full service that came to about 2600$, you’ll have to see it in person, full red interior, also has removable glass t-tops with the fabric covers, will also come with a motor trends car cover, it is garages with a car cover to be extra safe, if you have any questions at all, shoot me a message!",,wy,41.1437,-104.7962,2021-04-05T18:10:52-0600
7302353283,https://wyoming.craigslist.org/ctd/d/frederick-2004-toyota-prius/7302353283.html,wyoming,https://wyoming.craigslist.org,0,2004,toyota,prius,excellent,4 cylinders,hybrid,239000,clean,automatic,JTDKB20U840108051,fwd,,,blue,https://images.craigslist.org/00V0V_7Ap4arGS9SQz_0cU09G_600x450.jpg,"2004 *** TOYOTA PRIUS  ***    Call or Text ""Tobias"" to Schedule a Time to See & Drive Today - Vehicles Shown by Appointment, with Flexible Scheduling.Call (or text) ☏ (720) 899−1776  BlueStarAutoGroup.com 7800 Miller Drive Unit E, Frederick, CO 80504Copy & Paste the URL belowto view more information!http://www.BlueStarAutoGroup.com    			Year : 2004				Make : TOYOTA				Model : PRIUS					   Mileage : 239,000 miles				Transmission : Automatic				Exterior Color : BLUE						Drivetrain : FWD				Condition : Excellent				VIN : JTDKB20U840108051				Stock ID : A108051				Engine : 1.5L	   	Description of this TOYOTA PRIUS 	 	ABOUT US: Call or Text  720-899-1776  or  Visit www.BlueStarAutoGroup.com - Trade-Ins are Welcome & We also Purchase Vehicles. We provide friendly & informative service, and offer a nice selection of vehicles. Optional Extended Warranties Are Available on most vehicles. We are located in the Longmont area (Frederick); a close commute from Denver, Westminster, Littleton, Arvada, Greeley, Fort Collins, Loveland, and Boulder. Vehicles are shown by appointment. Please visit our website to view additional inventory, and to see MORE PHOTOS: www.BlueStarAutoGroup.comTRADE-IN VEHICLES WELCOME:  Trades Welcome * NO DEALER FEES * Warranty Available * We Also Buy Vehicles * Many to Choose From!FINANCING AVAILABLE:  Payment Estimates for those who Qualify - Not a Loan Offer. Apply at Our Website under the Financing Tab for Fast and Easy Pre-Qualification - Rates As Low As 3.99% APR WAC - Call for Questions & Details. CUDL - Credit Union Direct Lending - Additional 3rd party Lending Sources Available - Just getting started?  We also have First Time Buyer / 1st Time Borrower Loan Programs.    Optional Equipment of this TOYOTA PRIUSComfort   • Air Conditioning   • Power Steering   • Tilt WheelWindows   • Power WindowsAdditional Features   • Power Locks   • Daytime Running LightsOther   • AM/FM Cassette   • Dual Front Air Bag   • Active Belts   • All Wheel ABS    Call (or text)  (720) 899−1776 for quick answers to your questions about this TOYOTA PRIUS.     ***** TOYOTA PRIUS  *****  2005, 2006, 2007, 2004, 2003, 2002, 2001, TOYOTA PRIUS, 4Runner, Avalon, Camry, Camry Solara, Celica, Corolla, ECHO, Highlander, Land Cruiser, MR2, Prius, RAV4, Sequoia, Sienna, Tundra, Tacoma, Matrix, RAV4 EV, Highlander Hybrid, Camry Hybrid, FJ Cruiser, Yaris   Disclaimer :      Call or Text ""Tobias"" to Schedule a Time to See & Drive Today - Vehicles Shown by Appointment, with Flexible Scheduling.Call (or text) ☏ (720) 899−1776  BlueStarAutoGroup.com 7800 Miller Drive Unit E, Frederick, CO 80504Copy & Paste the URL belowto view more information!http://www.BlueStarAutoGroup.com   2004 04 *TOYOTA* *PRIUS* *Cheap * 		*Like New 2004  * *1.5L* 		*Must See 2004 TOYOTA PRIUS  Gas/Electric Hybrid - 		2004 TOYOTA PRIUS  prius PRIUS  Gas/Electric Hybrid  Cheap -  		2004 TOYOTA PRIUS () Carfax Gas/Electric Hybrid 1.5L -  		2004 TOYOTA PRIUS   1.5L Gas/Electric Hybrid  -  		TOYOTA PRIUS     		*SCHEDULE YOUR TEST DRIVE 2004 TOYOTA PRIUS  1.5L  Gas/Electric Hybrid *   		*TOYOTA* *PRIUS* 2004 TOYOTA PRIUS  Gas/Electric Hybrid    		*2004 TOYOTA PRIUS   		*BlueStarAutoGroup.com* *Call (or text) us today at (720) 899−1776.* 		2005 TOYOTA PRIUS  1.5L - 		Have you seen this 2006 TOYOTA PRIUS   ?  		Must See 2007 TOYOTA PRIUS   Gas/Electric Hybrid   		*For Sale PRIUS* *PRIUS* *Carfax  Gas/Electric Hybrid   		Come test drive this amazing *TOYOTA* *PRIUS* *()* *Gas/Electric Hybrid*    Gas/Electric Hybrid  Gas/Electric Hybrid* 		*(TOYOTA)* *(PRIUS)* ** *1.5L* *(GAS/ELECTRIC HYBRID)* *Bad Credit* 		*Gas/Electric Hybrid* **  *Super Vehicle Gas/Electric Hybrid Call (or text) this number (720) 899−1776* *1.5L* *BlueStarAutoGroup.com* * Good Credit* 		2004 2003 2002 2001  		*This vehicle is a used TOYOTA PRIUS* *No Credit* 		*It is like New * *1.5L Gas/Electric Hybrid*  		*Gas/Electric Hybrid* 2000 1999 1998 1997 1996 1995",,wy,40.114685,-104.971971,2021-04-05T17:00:55-0600
7302338378,https://wyoming.craigslist.org/cto/d/kirby-jaguar-1997-xk8-convertible/7302338378.html,wyoming,https://wyoming.craigslist.org,6800,1997,jaguar,xk8 convertible,good,8 cylinders,gas,69550,clean,automatic,SAJGX2749VCOO8376,rwd,compact,convertible,white,https://images.craigslist.org/00a0a_glcFDSsitmxz_0t20CI_600x450.jpg,"Low mileage, garaged, no accidents, dents, or structural damage, only 3000 miles on Z-rated tires, runs extremely well. Top in good condition, no leaks.  Cruise control recently stopped working, needs engine cover gasket replaced. In addition to Carfax report items, Front suspension lower ball joints and wheel bearings replaced, ignition module replaced, computer control capacitors replaced. Original radio replaced with Bluetooth Kenwood by previous owner; I don’t know if trunk CD player was reattached. I love this car but I’m 82 and significant health problems may soon limit my driving. Factory repair manual also, on CD and jump drive.",,wy,43.64293,-108.222976,2021-04-05T16:29:38-0600
7302321101,https://wyoming.craigslist.org/ctd/d/conrad-2017-ford-f150-king-ranch/7302321101.html,wyoming,https://wyoming.craigslist.org,49999,2017,,2017,,,gas,27000,clean,automatic,,,,,,https://images.craigslist.org/00O0O_i0mapvOnD61z_0fu0bC_600x450.jpg,"CALL OR TEXT BLAYNE @ 406-450-6788  2017 FORD F150  CREW CAB 6.5ft BOX  KING RANCH PACKAGE  3.5 ECO BOOST  TOW PACKAGE  27K MILES  49,999.00  CALL OR TEXT BLAYNE @ 406-450-6788  DODGE FORD CHEVY GMC CHEVROLET TOYOTA NISSAN MERCURY LINCOLN CUMMINS DURAMAX POWERSTROKE DIESEL GAS CUMMINGS CAR TRUCK PICKUP SEDAN SUV CROSSOVER SHORT BOX LONG BOX BED KING RANCH LARAMIE DENALI PLATINUM LARIAT LARAMIE XLT SLT BIG HORN 4X4 CREW CAB4 wheel drive, automatics, Gasoline, 2013, 13, 2014, 14, 2015, 15, 2016, 16, 2017, 17, 2018, 18, 2019, 19, 2020, 20, 2021, 21 honda civic 240sx 5.0 injen aem carb 350 chevy donk acura r6 gsxr cbr donk 22 23 24 25 26 28 chevy ford buick bbk 69 68 67 65 64 62 63 61 70 71 72 73 75 76 74 78 79 luv donk wet kandy candy airbrushsprings coilovers dents dent ding fender bumper rear front drop kicker alpine jl deck scrape scraper rub roll no clean title frame radiaotr support DODGE , CHRYSLER, CRUISER, INTERPID, SEBRING, FIXER, REBUILD, REBUILDER, FIXABLE, CRASHED, WORK, BUILDER, SALVAGED, MECHANICS, CHEVY, DAMAGED, WERCKED kandy acura,",,wy,48.1783,-111.9397,2021-04-05T15:55:09-0600
7302305343,https://wyoming.craigslist.org/ctd/d/conrad-2015-gmc-yukon-denali/7302305343.html,wyoming,https://wyoming.craigslist.org,34999,2015,,2015,,,gas,116000,clean,automatic,,,,,,https://images.craigslist.org/00R0R_4eXD9lXTZ60z_0fu0bC_600x450.jpg,"CALL OR TEXT BLAYNE @ 406-450-6788  2015 GMC YUKON  DENALI PACKAGE  6.2 V8  DVD PLAYER  SUNROOF  SHARP!!  116K MILES  34,999.00  FINANCING AVAILABLE  TRADES WELCOME  DELIVERY AVAILABLE  CALL OR TEXT BLAYNE @ 406-450-6788  DODGE FORD CHEVY GMC CHEVROLET TOYOTA NISSAN MERCURY LINCOLN CUMMINS DURAMAX POWERSTROKE DIESEL GAS CUMMINGS CAR TRUCK PICKUP SEDAN SUV CROSSOVER SHORT BOX LONG BOX BED KING RANCH LARAMIE DENALI PLATINUM LARIAT LARAMIE XLT SLT BIG HORN 4X4 CREW CAB4 wheel drive, automatics, Gasoline, 2013, 13, 2014, 14, 2015, 15, 2016, 16, 2017, 17, 2018, 18, 2019, 19, 2020, 20, 2021, 21 honda civic 240sx 5.0 injen aem carb 350 chevy donk acura r6 gsxr cbr donk 22 23 24 25 26 28 chevy ford buick bbk 69 68 67 65 64 62 63 61 70 71 72 73 75 76 74 78 79 luv donk wet kandy candy airbrushsprings coilovers dents dent ding fender bumper rear front drop kicker alpine jl deck scrape scraper rub roll no clean title frame radiaotr support DODGE , CHRYSLER, CRUISER, INTERPID, SEBRING, FIXER, REBUILD, REBUILDER, FIXABLE, CRASHED, WORK, BUILDER, SALVAGED, MECHANICS, CHEVY, DAMAGED, WERCKED kandy acura,",,wy,48.1783,-111.9397,2021-04-05T15:26:10-0600
7302301268,https://wyoming.craigslist.org/ctd/d/dassel-2018-ram-ft-flatbed-4wd-67l-i6/7302301268.html,wyoming,https://wyoming.craigslist.org,0,2018,ram,2500,excellent,6 cylinders,diesel,20492,clean,automatic,3C6UR5HL3JG307217,4wd,full-size,truck,white,https://images.craigslist.org/00i0i_3cSpgdy0qQz_0qK0kC_600x450.jpg,"Phone: 320-275-2150   2018 RAM 2500 Tradesman - 8ft Flatbed - 4WD 6.7L I6 Cummins (SK# 307217)  Use the following link to view more information about this vehicle: 	https://www.katrucks.com/default.asp?page=xInventoryDetail&id=9777153&p=1&s=Year&d=D&sq=307217&fr=xAllInventory   2018 Ram 2500 Tradesman - 8ft Flatbed. 4WD. 6.7L I6 Cummins. Diesel. Automatic. 3.42 Axle Ratio. 8ft Steel Flatbed. Crew Cab. 6 Passenger. White Exterior. Gray Vinyl Interior. Chrome Appearance. Power Windows, Locks, & Mirrors. AM/FM Radio. AC. Cruise. Tilt. Uconnect 3.0 w/ Bluetooth, Voice Command, & Satellite Radio. Remote Keyless Entry. Engine Block Heater. Diesel Exhaust Brake. Dual Rear Wheels. 10,000 GVWR. More Details Coming Soon!  Upfitting Available: Flatbeds, Contractor Dumps, Utility Bodies, & Crane Bodies.  Auto Crane, Zimmerman & CM Beds In Stock - Installation Available!   KA Commercial Trucks, LLC 71062 US Hwy 12 / PO Box 728 Dassel, MN 55325   We are located in Dassel, MN in Central Minnesota. About an hour west of Minneapolis, 1 hour east of Willmar on Hwy 12, 1/2 hr south of St Cloud on MN Hwy 15 and about 20 minutes north of Hutchinson. We are just west of the Hwy 12 and Hwy 15 intersection. Vehicle Details    Year: 2018    Make: RAM    Model: 2500 Tradesman - 8ft Flatbed - 4WD 6.7L I6 Cummins       Stock #: 307217    VIN: 3C6UR5HL3JG307217     Other Trucks Shown:  SK# 274559 - 2018 Chevrolet Silverado 2500 HD - Service Utility Truck. 4WD. 6.6L V8 Duramax. Allison Automatic. 8ft CM SB Utility Body. Crew Cab. 6 Passenger. White Exterior. Black Cloth Interior. Receiver Hitch. Tow Hooks. Tow Package. Block Heater. Keyless Entry. Power Windows, Locks, & Mirrors. Heated Mirrors. AM/FM Radio. Bluetooth. Satellite. Back Up Camera. Digital Info Center. AC. Tilt. Brake Controller. Single Axle. Single Rear Wheels. 10000 GVWR. 265/75R17.  SK# 708810 - 2015 Ram 2500 Tradesman. 4WD. 6.7L I6 Cummins. Automatic. 3.42 Axle Ratio. Long Box. Crew Cab. 6 Passenger. Black Exterior. Gray Cloth Interior. Chrome Appearance Package. Receiver Hitch. Tow Hooks. Tow Package. Engine Block Heater. Keyless Entry. Power Windows, Locks, & Mirrors. Mirror Turn Signals. Heated Mirrors. AM/FM Radio. Satellite XM. Uconnect 3.0 w/ Bluetooth. AC. Cruise. Tilt. Digital Info Center. Backup Camera. Rear Parking Assist. Running Boards. Spray-In Bedliner. Brake Controller. 10,000 GVWR. 275/70R18.  SK# 215267 - 2017 GMC Sierra 3500 SLE - Cab Chassis. 4WD. 6.6L V8 Duramax. Automatic. 60"" C/A. Standard Cab. 3 Passenger. Red Exterior. Gray Cloth Interior. Engine Block Heater. Exhaust Brake. AC. Rear Defrost. AM/FM Radio. Bluetooth. Satellite. Brake Controller. Cruise. Tilt. Power Windows, Locks, & Mirrors. Mirror Turn Signals. Power Driver Seat. Keyless Entry. Running Boards. Dual Rear Wheels. 13200 GVWR. More Details Coming Soon!  SK# 212460-D -2017 Chevrolet Silverado 3500 HD - 9ft Dump Truck. 4WD. 6.6L V8 Duramax. Allison Automatic. 60"" C/A. Crew Cab. 9ft CM DB Steel Dump Body w/ Fold Down Sides. 6 Passenger. White Exterior. Gray Cloth Interior. Chrome Appearance Package. Traction Control. AM/FM Radio. AC. Cruise. Tilt. Power Windows, Locks, & Mirrors. Dual Rear Wheels. 13200 GVWR. More Details Coming Soon!   SK# 328916 - 2016 Ram 2500 Tradesman - 8ft Flatbed - 4WD. 6.7L I6 Cummins. Automatic. 8ft CM RD Steel Flatbed. Crew Cab. 6 Passenger. White Exterior. Gray Cloth Interior. Power Windows, Locks, & Mirrors. AM/FM Radio. AC. Cruise Control. Tilt. 10,000 GVWR. More Details Coming Soon!  SK# 212456 - 2019 Chevrolet Silverado 3500 - Service Utility Truck. 4WD. 6.6L V8 Duramax. Automatic. 60"" C/A. 170"" WB. 9ft Dakota Service Utility Body. Crew Cab. 6 Passenger. White Exterior. Gray Cloth Interior. Chrome Appearance Package. Receiver Hitch. Tow Hooks. Traction Control. Power Windows, Locks, & Mirrors. Daytime Running Lights. Digital Info Center. Cruise. Tilt. AC. AM/FM Radio. Bluetooth w/ Voice Command. Brake Controller. Driver Lumber. Single Axle. DRW. Tool Boxes. 13200 GVWR. More Details Coming Soon!  SK# 672107 - 2019 Ram 4500 Tradesman - 12ft Flatbed Truck. RWD. 6.7L I6 Cummins. AISIN Automatic. 84"" C/A. Crew Cab. 6 Passenger. White Exterior. Gray Vinyl Interior. Chrome Appearance Group. Gooseneck. Receiver Hitch. Tow Hooks. Trailer Brake Control. Power Windows, Locks, & Mirrors. Tow Mirrors. Cruise. Tilt. Daytime Running Lights. Uconnect 3.0 w/ Bluetooth & Voice Command. AC. Single Axle. Dual Rear Wheels. 16500 GVWR. More Details Coming Soon!  SK# 525805 - 2017 RAM 1500 ProMaster - Cargo Van. FWD. 3.6L V6. Automatic. Gas. 136"" WB. Standard Cab. 2 Passenger. White Exterior. Gray Cloth Interior w/ Bucket Seats. Traction Control. Remote Keyless Entry. Power Windows & Doors. Tinted Glass. AM/FM/MP3 Radio. AC. Single Axle. 8550 GVWR. More Details Coming Soon!  SK# 534963 - 2015 Chevrolet 3500 HD - Service Utility Truck. 2WD. 6.0L V8 Vortec. Automatic. 9ft Fiberglass Covered Service Utility Body. Standard Cab. 3 Passenger. White Exterior. Gray Interior. Receiver Hitch. DRW. 13200 GVWR. More Details Coming Soon!  SK# 320628 - 2017 Ford Transit Connect XL - Cargo Van. 2.5L 4CYL Gas. Automatic. FWD. 121"" WB. Standard Cab. 2 Passenger. White Exterior. Gray Vinyl Interior. Power Windows, Locks, & Mirrors. AM/FM/CD. Back-up Camera. Ladder Rack. AC. Cargo Shelves. 5270 GVWR. More Details Coming Soon!  SK# B16138 - 2015 Ford F550 XL - 25ft Crane Truck. 4WD. 6.7L V8 Power Stroke. Automatic. 4.88 Limited Slip Axle Ratio. 165"" WB. 25ft Palfinger PSC 6025 Crane w/ 6000lb Capacity. Manual Out Riggers. 11ft Service Utility Body. Standard Cab. 3 Passenger. White Exterior. Gray Vinyl Interior. Receiver Hitch. Tow Hooks. Power Windows, Locks, Mirrors. AM/FM Radio. AC. Cruise. Tilt. DRW. Tool Boxes. 19500 GVWR. 245/70R19.5. More Details Coming Soon!  SK# 181093 - 2012 Ram 5500 - 37.5ft Bucket Truck. 4WD. 6.7L I6 Cummins. Automatic. PTO. Altec AT37-G. 37.5ft Platform Height. 60"" C/A. 9ft Altec Utility Body. Standard Cab. 2 Passenger. White Exterior. Black & Tan Vinyl Interior. Receiver Hitch. Tow Hooks. Mirror Turn Signals. Rear View Camera. Power Windows, Locks, & Mirrors. AM/FM/CD. Cruise. Tilt. Daytime Running Lamps. Heated Mirrors. Single Axle. Dual Rear Wheels. 18750 GVWR. 225/70R19.5.     1999, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, Dodge, Ram, C4500, C5500, F550, F 550, F-550, F350, F 350, F-350, F450. F 450, F-450, F-250, F250, F 250, F650, F-650, F 650, F750, F-750, F 750, 2500, 2500HD, 3500, 3500HD, 4500, 5500, 4x4, 4WD, Rugby Dump Trucks, Contractor Trucks, Dually. DRW. Landscape Trucks. Rugby, CM, Tool Boxes, Town & Country Flatbeds, Hillsboro, Western Hauler, Flat Bed, Fifth Wheel, Gooseneck, Horse Trailer, Flat Beds, Bradford, Zimmerman. Knapheide, Omaha. IMT. Stellar. Auto Crane. Welders Truck. Mechanics Truck. Service Utility Trucks. Cranes. Boom Truck. Duralift. Altec. Tree Service. Hi-Ranger. Aerial. Piggy Back. GM. GMC. Chevy.  Box Trucks. Cutaway Cube. Straight Truck. Cube Van. Rental Van. Moving Truck. Work Truck. Contractor Truck. Dump Truck. Utility Bodies. Work Trucks.   KA Commercial Trucks, LLC - Flat Beds, Dump Trucks, Utility Trucks, Flatbed Trucks, Cranes Trucks, Bucket Trucks, Accessories.",,wy,45.082436,-94.334686,2021-04-05T15:18:42-0600
7302284209,https://wyoming.craigslist.org/ctd/d/conrad-2017-ford-superduty-lariatq/7302284209.html,wyoming,https://wyoming.craigslist.org,54999,2017,,2017,,,diesel,103000,clean,automatic,,,,,,https://images.craigslist.org/00n0n_ktm25yWoDamz_0fu0bC_600x450.jpg,"CALL OR TEXT BLAYNE @ 406-450-6788  2017 FORD SUPERDUTY  CREW CAB LONG BOX  6.7 POWERSTROKE DIESEL  LARIAT PACKAGE  HEATED AND COOLED SEATS  GOOSNECK BALL  103K MILES  54,999.00  FINANCING AVAILABLE  TRADES WELCOME  DELIVERY AVAILABLE  CALL OR TEXT BLAYNE @ 406-450-6788  DODGE FORD CHEVY GMC CHEVROLET TOYOTA NISSAN MERCURY LINCOLN CUMMINS DURAMAX POWERSTROKE DIESEL GAS CUMMINGS CAR TRUCK PICKUP SEDAN SUV CROSSOVER SHORT BOX LONG BOX BED KING RANCH LARAMIE DENALI PLATINUM LARIAT LARAMIE XLT SLT BIG HORN 4X4 CREW CAB4 wheel drive, automatics, Gasoline, 2013, 13, 2014, 14, 2015, 15, 2016, 16, 2017, 17, 2018, 18, 2019, 19, 2020, 20, 2021, 21 honda civic 240sx 5.0 injen aem carb 350 chevy donk acura r6 gsxr cbr donk 22 23 24 25 26 28 chevy ford buick bbk 69 68 67 65 64 62 63 61 70 71 72 73 75 76 74 78 79 luv donk wet kandy candy airbrushsprings coilovers dents dent ding fender bumper rear front drop kicker alpine jl deck scrape scraper rub roll no clean title frame radiaotr support DODGE , CHRYSLER, CRUISER, INTERPID, SEBRING, FIXER, REBUILD, REBUILDER, FIXABLE, CRASHED, WORK, BUILDER, SALVAGED, MECHANICS, CHEVY, DAMAGED, WERCKED kandy acura,",,wy,48.1783,-111.9397,2021-04-05T14:49:07-0600
7302198494,https://wyoming.craigslist.org/cto/d/cheyenne-1920-paige-glenbrook-touring/7302198494.html,wyoming,https://wyoming.craigslist.org,21900,1920,,Paige Glenbrook Touring,good,6 cylinders,gas,11065,clean,manual,,rwd,full-size,other,black,https://images.craigslist.org/00C0C_3D2bgxR1cysz_0ak07K_600x450.jpg,"1920 Paige Glenbrook 6-42 ""Light Six"" Touring.  I have owned this car for over 30 Years.  Is a California car, and have only light rust in it.  It is not fully restored, but has been kept indoors, under cover, and well maintained during this period.  The top, upholstery, and black paint were redone by the previous owner.  In the last few years I have done several upgrades.  About 5 layers of paint and varnish were stripped off the wheels and they were repainted.  The pinstriping on the body and wheels are similar to what was on the car when I got it.  The carburetor, fuel pump and distributor have been gone through.  New spark plugs and plug wires were installed.  The steering box was gone through.  The fuel gauge was replaced, and much of the wiring replaced.  The lights, horn and speedometer work.  Oil was changed recently, and engine and radiator was flushed.  The tires are quite old, but are in good condition.  Transmission and rear end lubricants were replaced.  The car starts easily, and runs strong.  I have included a few spare parts such as distributor cap and water pump packing.  The Graham-Paige legacy book, the Paige Detroit reference and owner's manual book, and several ads and other literature is also included.  This is a very rare car, and even Barrett-Jackson does not know exactly what it is worth.  This would be a good starter car for a complete restoration.   Paige was a popular brand in the 1920s.  They had 4 plants back then, 3 in the US and 1 in Canada.",,wy,41.1836,-104.8023,2021-04-05T12:31:46-0600
7302191669,https://wyoming.craigslist.org/ctd/d/conrad-2017-ford-superduty-lariat/7302191669.html,wyoming,https://wyoming.craigslist.org,54999,2017,,2017,,,gas,119000,clean,automatic,,,,,,https://images.craigslist.org/01414_1dd78n2PHIez_0fu0bC_600x450.jpg,"CALL OR TEXT BLAYNE @ 406-450-6788  2017 FORD SUPERDUTY   CREW CAB SHORT BOX  LARIAT ULTIMATE   6.7 POWERSTROKE DIESEL  SUNROOF  WHEELS AND TIRES  GOOSNECK BALL  119K MILES  54,999.00  FINANCING AVAILABLE  TRADES WELCOME  DELIVERY AVAILABLE  CALL OR TEXT BLAYNE @ 406-450-6788  DODGE FORD CHEVY GMC CHEVROLET TOYOTA NISSAN MERCURY LINCOLN CUMMINS DURAMAX POWERSTROKE DIESEL GAS CUMMINGS CAR TRUCK PICKUP SEDAN SUV CROSSOVER SHORT BOX LONG BOX BED KING RANCH LARAMIE DENALI PLATINUM LARIAT LARAMIE XLT SLT BIG HORN 4X4 CREW CAB4 wheel drive, automatics, Gasoline, 2013, 13, 2014, 14, 2015, 15, 2016, 16, 2017, 17, 2018, 18, 2019, 19, 2020, 20, 2021, 21 honda civic 240sx 5.0 injen aem carb 350 chevy donk acura r6 gsxr cbr donk 22 23 24 25 26 28 chevy ford buick bbk 69 68 67 65 64 62 63 61 70 71 72 73 75 76 74 78 79 luv donk wet kandy candy airbrushsprings coilovers dents dent ding fender bumper rear front drop kicker alpine jl deck scrape scraper rub roll no clean title frame radiaotr support DODGE , CHRYSLER, CRUISER, INTERPID, SEBRING, FIXER, REBUILD, REBUILDER, FIXABLE, CRASHED, WORK, BUILDER, SALVAGED, MECHANICS, CHEVY, DAMAGED, WERCKED kandy acura,",,wy,48.1783,-111.9397,2021-04-05T12:21:32-0600
